End_Time,Artist,Track,Playlist,Miliseconds_Played,
6/15/21 2:58,Avril Lavigne,Innocence,#N/A,20677,
7/2/21 0:02,Corinne Bailey Rae,Put Your Records On,mm2,215360,
7/2/21 0:04,Billie Eilish,Therefore I Am,madeline is fucking fabulous,174321,
7/2/21 0:08,Dua Lipa,Levitating (feat. DaBaby),madeline is fucking fabulous,203064,
7/2/21 0:12,Eric Nam,"Bravo, My Life!",madeline is fucking fabulous,245349,
7/2/21 0:15,KIM JAE HWAN,Vacance in September,mm2,207653,
7/2/21 0:16,Kim Greem,Sleep,madeline is fucking fabulous,11479,
7/2/21 1:31,政学Zed-X,唯一Remix,mm2,125633,
7/2/21 2:37,政学Zed-X,唯一Remix,mm2,166209,
7/2/21 2:38,政学Zed-X,唯一Remix,mm2,54712,
7/2/21 3:32,Bill Evans,Skating In Central Park,#N/A,192609,
7/2/21 3:35,政学Zed-X,唯一Remix,mm2,182000,
7/2/21 3:38,Vinh Khuat,That Old School Love,#N/A,221200,
7/2/21 3:42,Peck Palitchoke,A little thing,#N/A,218152,
7/2/21 3:45,Theo Tams,Therapy,#N/A,176285,
7/2/21 3:45,Kelly Clarkson,Stronger (What Doesn't Kill You),#N/A,29221,
7/2/21 3:48,Surf Mesa,ily (i love you baby) (feat. Emilee),#N/A,176546,
7/2/21 3:51,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),#N/A,182653,
7/2/21 3:54,Seo actor,Cold,#N/A,152459,
7/2/21 3:57,Seo actor,Eternal Sunshine,mm1,190645,
7/2/21 3:58,Smoove'L,Apollo,#N/A,33707,
7/2/21 3:59,Rihanna,What's My Name?,#N/A,92090,
7/2/21 4:02,Britney Spears,...Baby One More Time,#N/A,140271,
7/2/21 4:04,Britney Spears,Oops!...I Did It Again,#N/A,146541,
7/2/21 4:07,Britney Spears,Gimme More,#N/A,200202,
7/2/21 4:10,Britney Spears,Toxic,#N/A,143801,
7/2/21 4:13,政学Zed-X,唯一Remix,mm2,175914,
7/2/21 4:16,Theo Tams,Therapy,#N/A,176285,
7/2/21 4:20,Wale,LoveHate Thing (feat. Sam Dew),madeline is fucking fabulous,267400,
7/2/21 4:22,F.I.R.,Lydia,#N/A,124145,
7/2/21 4:27,Sub Focus,Solar System,#N/A,288000,
7/2/21 4:29,Dimension,Love To Give (with Culture Shock & Billy Lockett),#N/A,142299,
7/2/21 4:32,Kupla,Roots,#N/A,138947,
7/2/21 4:34,Psalm Trees,You Don't Know,#N/A,166363,
7/2/21 4:37,SwuM,スモーク,#N/A,151578,
7/2/21 4:39,Idealism,controlla,#N/A,108000,
7/2/21 4:41,Komorebi,Ghosts,#N/A,108000,
7/2/21 4:42,Shou,Walking Alone,#N/A,104500,
7/2/21 4:44,Whimsical,Water Circles,#N/A,117142,
7/2/21 4:47,Idyllic,Tokyo Sunrise,#N/A,130588,
7/2/21 4:49,Wun Two,Again,#N/A,143132,
7/2/21 4:51,her.story,Fireworks,#N/A,111627,
7/2/21 4:53,Flôr,Cinderella,#N/A,129333,
7/2/21 4:55,Dreams For Two,Promises,#N/A,117073,
7/2/21 4:57,Komorebi,Desert Chase,#N/A,106000,
7/2/21 4:59,Tundra Beats,Perfect Day,#N/A,166064,
7/2/21 5:00,Natsu,Wasted Love,#N/A,9171,
7/2/21 15:34,Idyllic,Tokyo Sunrise,#N/A,130588,
7/2/21 15:36,Wun Two,Again,#N/A,143132,
7/2/21 15:37,her.story,Fireworks,#N/A,37458,
7/2/21 15:37,Shou,Walking Alone,#N/A,7407,
7/2/21 15:50,Get Started,Fireworks,#N/A,804702,
7/2/21 15:53,Justin Bieber,Hold On,#N/A,170813,
7/2/21 15:56,Marshmello,Leave Before You Love Me (with Jonas Brothers),#N/A,154983,
7/2/21 16:11,Get Tapped In ,"Traditions, Old and New",#N/A,940094,
7/2/21 16:15,88rising,California (feat. Warren Hue) - Acoustic Live Version,#N/A,228505,
7/2/21 16:44,slchld,best for you,#N/A,34631,
7/2/21 17:21,政学Zed-X,唯一Remix,mm2,182000,
7/2/21 17:25,Vinh Khuat,That Old School Love,#N/A,221200,
7/2/21 17:29,Peck Palitchoke,A little thing,#N/A,218152,
7/2/21 17:32,Theo Tams,Therapy,#N/A,176285,
7/2/21 17:35,Kelly Clarkson,Stronger (What Doesn't Kill You),#N/A,221946,
7/2/21 17:39,SBGB,Praha,#N/A,203258,
7/2/21 17:42,Surf Mesa,ily (i love you baby) (feat. Emilee),#N/A,176546,
7/2/21 17:45,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),#N/A,182653,
7/2/21 17:47,Seo actor,Cold,#N/A,152459,
7/2/21 17:50,Seo actor,Eternal Sunshine,mm1,190645,
7/2/21 17:54,Smoove'L,Apollo,#N/A,208398,
7/2/21 17:56,Nightcore High,Apollo,#N/A,150339,
7/2/21 18:01,Boosie Badazz,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",#N/A,272346,
7/2/21 18:04,Spragga Benz,We Nuh Like,#N/A,154640,
7/2/21 18:07,42 Dugg,Maybach (feat. Future),#N/A,199093,
7/2/21 18:10,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),#N/A,210960,
7/2/21 18:14,Travie McCoy,Billionaire (feat. Bruno Mars),#N/A,211160,
7/2/21 18:24,Wale,LoveHate Thing (feat. Sam Dew),madeline is fucking fabulous,25963,
7/2/21 18:26,政学Zed-X,唯一Remix,mm2,133352,
7/2/21 18:28,Theo Tams,Therapy,#N/A,125410,
7/2/21 18:31,Vinh Khuat,That Old School Love,#N/A,789,
7/2/21 18:31,Vinh Khuat,That Old School Love,#N/A,22764,
7/2/21 18:31,政学Zed-X,唯一Remix,mm2,182000,
7/2/21 18:34,政学Zed-X,唯一Remix,mm2,182000,
7/2/21 18:38,Vinh Khuat,That Old School Love,#N/A,208616,
7/2/21 18:40,政学Zed-X,唯一Remix,mm2,111920,
7/2/21 18:43,Theo Tams,Therapy,#N/A,176285,
7/2/21 18:43,Kelly Clarkson,Stronger (What Doesn't Kill You),#N/A,3772,
7/2/21 18:45,政学Zed-X,唯一Remix,mm2,157593,
7/2/21 18:48,Noni,I Don't Know You,#N/A,25147,
7/2/21 18:48,Wale,LoveHate Thing (feat. Sam Dew),madeline is fucking fabulous,136486,
7/2/21 18:50,Eldon,Pink cheeks,#N/A,131053,
7/2/21 18:53,Bruno Mars,Leave The Door Open - Live,#N/A,143220,
7/2/21 18:54,JOYCE 就以斯,stay in 17,madeline is fucking fabulous,81734,
7/2/21 18:57,Hyolyn,Good bye 안녕,mm1,188778,
7/2/21 19:01,WONHO,Ain't About You (feat. Kiiara),madeline is fucking fabulous,204333,
7/2/21 19:02,WONHO,Lose,#N/A,107660,
7/2/21 19:05,WONHO,Ain't About You (feat. Kiiara),madeline is fucking fabulous,177028,
7/2/21 19:08,政学Zed-X,唯一Remix,mm2,182000,
7/2/21 19:09,Vinh Khuat,That Old School Love,#N/A,9714,
7/2/21 19:31,政学Zed-X,唯一Remix,mm2,168504,
7/2/21 19:34,Theo Tams,Therapy,#N/A,176285,
7/2/21 19:34,Sarah Connor,Christmas In My Heart,mm2,1393,
7/2/21 19:34,Kelly Clarkson,Stronger (What Doesn't Kill You),#N/A,985,
7/2/21 19:34,Billie Eilish,bad guy (with Justin Bieber),mm2,4226,
7/2/21 19:36,Billie Eilish,my boy,mm2,170852,
7/2/21 19:42,Mac Ayres,Get Away,#N/A,308825,
7/2/21 19:44,Mac Ayres,Cuts Heal in Time,#N/A,137181,
7/2/21 20:12,Seo actor,Eternal Sunshine,mm1,190645,
7/2/21 20:15,Theo Tams,Therapy,#N/A,176285,
7/2/21 20:19,Ellis G,Red Sippy Cup,#N/A,199354,
7/2/21 20:23,Wale,LoveHate Thing (feat. Sam Dew),madeline is fucking fabulous,267400,
7/2/21 20:26,Seo actor,Cold,#N/A,152459,
7/2/21 20:29,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),#N/A,182653,
7/2/21 20:33,Cloud,지금껏 그랬듯 앞으로도 계속 As usual as today,#N/A,233709,
7/2/21 20:36,Noni,I Don't Know You,#N/A,173158,
7/2/21 23:37,政学Zed-X,唯一Remix,mm2,182000,
7/2/21 23:40,Vinh Khuat,That Old School Love,#N/A,221200,
7/2/21 23:44,Peck Palitchoke,A little thing,#N/A,218152,
7/2/21 23:47,Theo Tams,Therapy,#N/A,176285,
7/2/21 23:51,Kelly Clarkson,Stronger (What Doesn't Kill You),#N/A,221946,
7/2/21 23:54,SBGB,Praha,#N/A,203258,
7/2/21 23:57,Surf Mesa,ily (i love you baby) (feat. Emilee),#N/A,176546,
7/3/21 0:00,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),#N/A,182653,
7/3/21 0:06,Seo actor,Cold,#N/A,113094,
7/3/21 0:07,Theo Tams,Therapy,#N/A,107392,
7/3/21 0:10,BLACKPINK,PLAYING WITH FIRE,#N/A,794,
7/3/21 0:10,BLACKPINK,How You Like That,#N/A,182956,
7/3/21 0:14,Rich Brian,Love In My Pocket,#N/A,223093,
7/3/21 0:17,Charlie Puth,Attention,#N/A,199009,
7/3/21 0:21,Charlie Puth,How Long,#N/A,200853,
7/3/21 0:21,Charlie Puth,How Long,#N/A,26759,
7/3/21 0:23,Bad Bunny,LA NOCHE DE ANOCHE,#N/A,78878,
7/3/21 0:27,Billie Eilish,Therefore I Am,madeline is fucking fabulous,83615,
7/3/21 0:38,CHUNG HA,Everybody Has,#N/A,6408,
7/3/21 0:38,政学Zed-X,唯一Remix,mm2,156200,
7/3/21 0:41,GroovyRoom,This Night,#N/A,181185,
7/3/21 0:43,THE ARK,The Light,#N/A,98150,
7/3/21 0:45,Paul Kim,Je T'aime,#N/A,173197,
7/3/21 0:48,Woo Hye Mi,Rotten Flower,#N/A,162005,
7/3/21 0:54,Chancellor,Angel (Feat. Tae Yeon),#N/A,193840,
7/3/21 2:03,政学Zed-X,唯一Remix,mm2,112198,
7/3/21 2:06,Vinh Khuat,That Old School Love,#N/A,17957,
7/3/21 2:06,政学Zed-X,唯一Remix,mm2,182000,
7/3/21 2:08,Jordy Chandra,If I,#N/A,133816,
7/3/21 2:10,Charlie Burg,Leaves (Reboot),#N/A,97570,
7/3/21 2:12,KEYANA,Save It,#N/A,124830,
7/3/21 2:14,Cupnoodle,Pineapple On Pizza,#N/A,162413,
7/3/21 2:19,August Rigo,It's Not Fair,#N/A,245094,
7/3/21 2:20,Krish,Smiling,#N/A,105625,
7/3/21 2:23,Kelly Cheng,Will You Be My Love ~ 問問 - WBL系列影集第一季<永遠的第一名>片頭曲,#N/A,157840,
7/3/21 2:26,ahmusai,Love is on the way,#N/A,202416,
7/3/21 2:30,AYEON,LIKE IT'S SUMMER,#N/A,194666,
7/3/21 2:31,Robert Lilly,So in Love,#N/A,67993,
7/3/21 2:34,Yerin Baek,Hate you,#N/A,219226,
7/3/21 2:38,Lil Jewy,Faded Dreams,#N/A,202031,
7/3/21 2:41,babychair,Call You,#N/A,170599,
7/3/21 2:45,Arthur Nery,Higa,#N/A,245760,
7/3/21 2:48,9m88,ORIENTATION,#N/A,38380,
7/3/21 2:48,Theo Tams,Therapy,#N/A,176285,
7/3/21 2:48,Billie Eilish,Your Power,#N/A,6687,
7/3/21 2:52,Billie Eilish,Lost Cause,mm2,212496,
7/3/21 2:56,Billie Eilish,Lost Cause,mm2,19830,
7/3/21 2:56,Billie Eilish,Lost Cause,mm2,212496,
7/3/21 2:57,Billie Eilish,Your Power,#N/A,48065,
7/3/21 2:58,Billie Eilish,lovely (with Khalid),#N/A,64760,
7/3/21 3:01,Billie Eilish,bad guy,#N/A,194087,
7/3/21 3:04,Billie Eilish,Therefore I Am,madeline is fucking fabulous,174321,
7/3/21 3:06,Billie Eilish,Lost Cause,mm2,94850,
7/3/21 13:27,Billie Eilish,Your Power,#N/A,245896,
7/3/21 13:30,Billie Eilish,Your Power,#N/A,2229,
7/3/21 13:30,Billie Eilish,Lost Cause,mm2,147311,
7/3/21 13:32,Billie Eilish,ilomilo - Live From The Film - Billie Eilish: The World’s A Little Blurry,#N/A,164051,
7/3/21 13:34,Billie Eilish,Lo Vas A Olvidar (with ROSALÍA),#N/A,83971,
7/3/21 13:37,Billie Eilish,Therefore I Am,madeline is fucking fabulous,174321,
7/3/21 13:40,Billie Eilish,my future,#N/A,208155,
7/3/21 13:41,Billie Eilish,everything i wanted,#N/A,2043,
7/3/21 13:41,Billie Eilish,No Time To Die,#N/A,15210,
7/3/21 13:41,Billie Eilish,idontwannabeyouanymore,#N/A,882,
7/3/21 13:44,Billie Eilish,bad guy,#N/A,194087,
7/3/21 13:45,Billie Eilish,idontwannabeyouanymore,#N/A,94663,
7/3/21 17:04,Billie Eilish,Lost Cause,mm2,212496,
7/3/21 17:07,Billie Eilish,Lost Cause,mm2,212496,
7/3/21 17:11,babychair,Call You,#N/A,205535,
7/3/21 17:13,Cupnoodle,Pineapple On Pizza,#N/A,162413,
7/3/21 17:16,Billie Eilish,Lost Cause,mm2,4736,
7/3/21 17:16,政学Zed-X,唯一Remix,mm2,153581,
7/3/21 17:19,Billie Eilish,Lost Cause,mm2,174033,
7/3/21 17:21,政学Zed-X,唯一Remix,mm2,136579,
7/3/21 17:24,Theo Tams,Therapy,#N/A,176285,
7/3/21 17:24,Kelly Clarkson,Stronger (What Doesn't Kill You),#N/A,962,
7/3/21 17:26,Cupnoodle,Pineapple On Pizza,#N/A,93901,
7/3/21 17:29,Billie Eilish,Lost Cause,mm2,208956,
7/3/21 17:32,政学Zed-X,唯一Remix,mm2,140945,
7/3/21 17:35,Wildberry,Polaroid,mm1,441,
7/3/21 17:35,WONHO,Ain't About You (feat. Kiiara),madeline is fucking fabulous,172942,
7/3/21 17:37,88rising,Lover Boy 88,#N/A,156479,
7/3/21 17:42,Wildberry,Polaroid,mm1,271219,
7/3/21 17:45,尹露浠,7710,#N/A,194545,
7/3/21 17:45,Zeauxi,July on Film,#N/A,7293,
7/3/21 17:48,Pavy,Soft Lips,madeline is fucking fabulous,167183,
7/3/21 17:49,Sophia Kao,For You,#N/A,80839,
7/3/21 17:51,JAY-Z,Ni**as In Paris,#N/A,1137,
7/3/21 17:51,Olivia Rodrigo,deja vu,#N/A,95387,
7/3/21 17:51,Rain,30 SEXY,mm1,766,
7/3/21 17:55,Ellis G,Red Sippy Cup,#N/A,57446,
7/3/21 17:55,Ronghao Li,"不將就 (電影""何以笙簫默""片尾曲)",#N/A,223097,
7/3/21 18:46,Billie Eilish,Lost Cause,mm2,212496,
7/3/21 18:50,babychair,Call You,#N/A,205535,
7/3/21 18:52,Cupnoodle,Pineapple On Pizza,#N/A,139732,
7/3/21 18:55,政学Zed-X,唯一Remix,mm2,182000,
7/3/21 18:59,Vinh Khuat,That Old School Love,#N/A,221200,
7/3/21 19:03,Peck Palitchoke,A little thing,#N/A,218152,
7/3/21 19:20,Theo Tams,Therapy,#N/A,93576,
7/3/21 19:22,Billie Eilish,Lost Cause,mm2,125294,
7/3/21 19:24,Cupnoodle,Pineapple On Pizza,#N/A,143801,
7/3/21 19:27,政学Zed-X,唯一Remix,mm2,182000,
7/3/21 19:28,Vinh Khuat,That Old School Love,#N/A,60566,
7/3/21 19:30,Billie Eilish,Lost Cause,mm2,104861,
7/3/21 19:33,Theo Tams,Therapy,#N/A,176285,
7/3/21 19:36,Kelly Clarkson,Stronger (What Doesn't Kill You),#N/A,200375,
7/3/21 19:36,Peck Palitchoke,A little thing,#N/A,5758,
7/3/21 19:36,babychair,Call You,#N/A,6106,
7/3/21 19:39,Theo Tams,Therapy,#N/A,5688,
7/3/21 19:39,Peck Palitchoke,A little thing,#N/A,134420,
7/3/21 20:45,Wale,LoveHate Thing (feat. Sam Dew),madeline is fucking fabulous,162842,
7/3/21 20:49,Billie Eilish,Lost Cause,mm2,212496,
7/3/21 20:51,babychair,Call You,#N/A,118562,
7/3/21 21:43,BLACKPINK,How You Like That,#N/A,182956,
7/3/21 21:46,BLACKPINK,PLAYING WITH FIRE,#N/A,197288,
7/3/21 21:49,Future,Drankin N Smokin,#N/A,213520,
7/3/21 21:53,Travis Scott,goosebumps,#N/A,243836,
7/3/21 21:58,JAY-Z,Empire State Of Mind,#N/A,276920,
7/3/21 22:02,Rich Brian,Love In My Pocket,#N/A,223093,
7/3/21 22:05,Charlie Puth,Attention,#N/A,208786,
7/3/21 22:09,Ariana Grande,"thank u, next",#N/A,207320,
7/3/21 22:12,Bad Bunny,LA NOCHE DE ANOCHE,#N/A,203200,
7/3/21 22:16,Ariana Grande,pov,#N/A,201882,
7/3/21 22:18,Megan Thee Stallion,Body,#N/A,171067,
7/3/21 22:22,Dua Lipa,Levitating (feat. DaBaby),madeline is fucking fabulous,203064,
7/3/21 22:25,Billie Eilish,Therefore I Am,madeline is fucking fabulous,174321,
7/3/21 22:28,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),#N/A,178994,
7/3/21 22:31,Isyana Sarasvati,Winter Song,#N/A,201209,
7/3/21 22:34,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,177726,
7/3/21 22:38,Eminem,The Monster,#N/A,250188,
7/3/21 22:43,88rising,Midsummer Madness,#N/A,280841,
7/3/21 22:47,Akon,Lonely,#N/A,235800,
7/3/21 22:54,王子異,誰 - 電視劇《怪你過分美麗》插曲,#N/A,224314,
7/3/21 22:58,Who R U?,Without U,#N/A,215873,
7/3/21 23:01,譚松韻,Like a Breeze (電視劇《以家人之名》插曲),#N/A,187382,
7/3/21 23:05,K.Will,You don’t know love,#N/A,233900,
7/3/21 23:11,J_ust,Under the night we were facing our breakup,#N/A,226133,
7/3/21 23:13,J_ust,Soft,#N/A,94665,
7/3/21 23:13,王子異,誰 - 電視劇《怪你過分美麗》插曲,#N/A,696,
7/3/21 23:20,王子異,誰 - 電視劇《怪你過分美麗》插曲,#N/A,224314,
7/3/21 23:24,Who R U?,Without U,#N/A,215873,
7/3/21 23:27,譚松韻,Like a Breeze (電視劇《以家人之名》插曲),#N/A,187382,
7/3/21 23:31,K.Will,You don’t know love,#N/A,233900,
7/3/21 23:35,J_ust,Under the night we were facing our breakup,#N/A,226133,
7/3/21 23:38,J_ust,Soft,#N/A,237110,
7/3/21 23:42,Dalda,Friday Blues,#N/A,208740,
7/3/21 23:45,BBYU,The Sweetest Love,#N/A,203653,
7/3/21 23:49,Rich Brian,Love In My Pocket,#N/A,223093,
7/3/21 23:53,Stella Jang,Would You Love Me?,#N/A,216103,
7/3/21 23:57,LeeHi,Scarecrow,#N/A,263359,
7/4/21 0:02,Mac Ayres,Easy,#N/A,314357,
7/4/21 0:05,KIM JAE HWAN,Goodbye,#N/A,164639,
7/4/21 0:09,Who R U?,Without U,#N/A,209281,
7/4/21 0:11,Stella Jang,Would You Love Me?,#N/A,2345,
7/4/21 0:11,K.Will,You don’t know love,#N/A,129010,
7/4/21 0:11,Yoon Mirae,Tears Drops As Times Goes,#N/A,394,
7/4/21 0:14,Airman,"Today, Rain (feat. 1ho & Chan)",#N/A,203639,
7/4/21 0:15,Yoon Mirae,Tears Drops As Times Goes,#N/A,35062,
7/4/21 0:19,Eric Nam,"Bravo, My Life!",madeline is fucking fabulous,245349,
7/4/21 0:20,KozyPop,magazine (feat. Popeye & Nathania),#N/A,64183,
7/4/21 0:23,PAUL,Sleeping Beauty,#N/A,185684,
7/4/21 0:27,EXO-CBX,Be My Love,#N/A,152084,
7/4/21 0:27,LINDA.G,LINDA (Feat. Yoonmirae),#N/A,2554,
7/4/21 0:30,20 Years of Age,Not him,#N/A,174939,
7/4/21 0:34,SOYA,Fade Away 늘어진 우리의 연애,#N/A,7258,
7/4/21 0:34,KIM JAE HWAN,Vacance in September,mm2,207653,
7/4/21 0:37,AGA,Wonderful U,#N/A,172384,
7/4/21 2:27,政学Zed-X,唯一Remix,mm2,182000,
7/4/21 2:30,Theo Tams,Therapy,#N/A,176285,
7/4/21 2:33,Seo actor,Eternal Sunshine,mm1,190645,
7/4/21 2:35,Surf Mesa,Carried Away (Love To Love) (with Madison Beer),#N/A,140014,
7/4/21 3:09,Emily Watts,La Vie En Rose,#N/A,61486,
7/4/21 3:13,Coldplay,Viva La Vida,#N/A,242373,
7/4/21 3:17,Coldplay,Viva La Vida,#N/A,242373,
7/4/21 3:18,Emily Watts,La Vie En Rose,#N/A,13490,
7/4/21 3:18,Coldplay,Viva La Vida,#N/A,59620,
7/4/21 3:23,Lisa Ono,Gentle On My Mind,#N/A,281453,
7/4/21 3:27,Lisa Ono,KILLING ME SOFTLY WITH HIS SONG (やさしく歌って),#N/A,248506,
7/4/21 3:32,Lisa Ono,Garota De Ipanema - 2006 Version,#N/A,265832,
7/4/21 12:12,Lisa Ono,Les Feuilles Mortes,#N/A,203000,
7/4/21 12:14,Lisa Ono,Falando de Amor,#N/A,138335,
7/4/21 12:15,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),#N/A,9216,
7/4/21 12:16,Madison Beer,Reckless,mm2,107157,
7/4/21 12:16,Zoe Wees,Girls Like Us,#N/A,5461,
7/4/21 12:17,Doja Cat,You Right,#N/A,13781,
7/4/21 12:17,Tom Grennan,Little Bit of Love,#N/A,11200,
7/4/21 12:21,K.Will,You don’t know love,#N/A,233900,
7/4/21 12:24,Sam Kim,That XX,#N/A,167627,
7/4/21 12:27,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,177726,
7/4/21 12:30,J_ust,Tryin' to forget you,madeline is fucking fabulous,219333,
7/4/21 12:34,Kim Greem,Sleep,madeline is fucking fabulous,236161,
7/4/21 12:37,Seo actor,Like a Joke,#N/A,157607,
7/4/21 12:40,20 Years of Age,Not him,#N/A,193293,
7/4/21 12:44,Kayla,GIFTED,#N/A,222599,
7/4/21 12:47,PAUL,Sleeping Beauty,#N/A,185684,
7/4/21 12:47,JIDA,Blind (Feat. Rachel Lim),#N/A,13552,
7/4/21 12:49,Kim Na Young,To be honest,#N/A,2623,
7/4/21 12:49,TAIBIAN,Backstroke Fish,#N/A,105952,
7/4/21 12:52,2am,죽어도 못 보내,#N/A,195905,
7/4/21 12:56,Noel,Missing you,#N/A,232960,
7/4/21 12:56,Sandeul,Lazy Me,#N/A,12102,
7/4/21 12:58,Lee Seok Hoon,10 reasons for I love you,madeline is fucking fabulous,116262,
7/4/21 12:58,Standing Egg,S.C.H (Small but Certain Happiness),#N/A,8777,
7/4/21 12:58,EZ Kim,Because Of You,mm2,6710,
7/4/21 13:02,SUNNYSIDEMJ,First Love Two (Feat. Yoon Hae Sol),#N/A,207706,
7/4/21 13:04,KIM JAE HWAN,Vacance in September,mm2,141509,
7/4/21 13:06,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,87539,
7/4/21 13:13,Billie Eilish,Lost Cause,mm2,57098,
7/4/21 13:30,babychair,Call You,#N/A,4249,
7/4/21 13:30,Billie Eilish,Lost Cause,mm2,212496,
7/4/21 13:33,Cupnoodle,Pineapple On Pizza,#N/A,159312,
7/4/21 13:35,政学Zed-X,唯一Remix,mm2,163584,
7/4/21 13:37,Peck Palitchoke,A little thing,#N/A,120349,
7/4/21 13:40,Theo Tams,Therapy,#N/A,176285,
7/4/21 13:42,Kelly Clarkson,Stronger (What Doesn't Kill You),#N/A,69230,
7/4/21 15:22,Airman,Take A Nap,#N/A,167872,
7/4/21 15:23,政学Zed-X,唯一Remix,mm2,42431,
7/4/21 15:25,Cupnoodle,Pineapple On Pizza,#N/A,162413,
7/4/21 15:28,政学Zed-X,唯一Remix,mm2,182000,
7/4/21 15:29,Vinh Khuat,That Old School Love,#N/A,68853,
7/4/21 15:32,Cupnoodle,Pineapple On Pizza,#N/A,162413,
7/4/21 15:35,Vinh Khuat,That Old School Love,#N/A,13892,
7/4/21 15:35,政学Zed-X,唯一Remix,mm2,182000,
7/4/21 15:40,Lisa Ono,Gentle On My Mind,#N/A,281453,
7/4/21 15:44,Lisa Ono,KILLING ME SOFTLY WITH HIS SONG (やさしく歌って),#N/A,248506,
7/4/21 15:49,Lisa Ono,Garota De Ipanema - 2006 Version,#N/A,282053,
7/4/21 15:53,Lisa Ono,Les Feuilles Mortes,#N/A,203000,
7/4/21 15:56,Lisa Ono,Falando de Amor,#N/A,215173,
7/4/21 16:01,Lisa Ono,いのちの歌,#N/A,298853,
7/4/21 16:07,Lisa Ono,あの日に帰りたい,#N/A,328533,
7/4/21 16:09,Lisa Ono,Samba de Verão,#N/A,128400,
7/4/21 16:13,Lisa Ono,忘れな草をあなたに,#N/A,228755,
7/4/21 16:16,Lisa Ono,時計,#N/A,211400,
7/4/21 16:20,Lisa Ono,別離,#N/A,216254,
7/4/21 16:22,Lisa Ono,On The Sunny Side Of The Street - English Version,#N/A,123960,
7/4/21 16:26,Lisa Ono,Gentle On My Mind,#N/A,281453,
7/4/21 16:31,Lisa Ono,KILLING ME SOFTLY WITH HIS SONG (やさしく歌って),#N/A,248506,
7/4/21 16:35,Lisa Ono,Garota De Ipanema - 2006 Version,#N/A,282053,
7/4/21 16:39,Lisa Ono,Les Feuilles Mortes,#N/A,203000,
7/4/21 16:42,Lisa Ono,Falando de Amor,#N/A,215173,
7/4/21 16:47,Lisa Ono,いのちの歌,#N/A,298853,
7/4/21 16:53,Lisa Ono,あの日に帰りたい,#N/A,328533,
7/4/21 16:55,Lisa Ono,Samba de Verão,#N/A,128400,
7/4/21 16:59,Lisa Ono,忘れな草をあなたに,#N/A,228755,
7/4/21 17:02,Lisa Ono,時計,#N/A,211400,
7/4/21 17:06,Lisa Ono,別離,#N/A,216254,
7/4/21 17:08,Lisa Ono,On The Sunny Side Of The Street - English Version,#N/A,123960,
7/4/21 17:13,Lisa Ono,Gentle On My Mind,#N/A,281453,
7/4/21 17:17,Lisa Ono,KILLING ME SOFTLY WITH HIS SONG (やさしく歌って),#N/A,248506,
7/4/21 17:22,Lisa Ono,Garota De Ipanema - 2006 Version,#N/A,282053,
7/4/21 17:25,Lisa Ono,Les Feuilles Mortes,#N/A,203000,
7/4/21 17:29,Lisa Ono,Falando de Amor,#N/A,215173,
7/4/21 17:34,Lisa Ono,いのちの歌,#N/A,298853,
7/4/21 17:39,Lisa Ono,あの日に帰りたい,#N/A,328533,
7/4/21 17:40,Lisa Ono,Samba de Verão,#N/A,70738,
7/4/21 19:13,Charli XCX,Unlock it (Lock It) - feat. Kim Petras and Jay Park,#N/A,232933,
7/4/21 19:14,Jay Park,MOMMAE,#N/A,84796,
7/4/21 19:18,Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),#N/A,216786,
7/4/21 19:21,Jay Park,All I Wanna Do,#N/A,209392,
7/4/21 19:22,Jay Park,SUMMERIDE,#N/A,24959,
7/4/21 19:25,Billie Eilish,Lost Cause,mm2,209978,
7/4/21 19:29,Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),#N/A,216786,
7/4/21 19:32,Billie Eilish,Lost Cause,mm2,212496,
7/4/21 19:36,babychair,Call You,#N/A,205535,
7/4/21 19:39,Cupnoodle,Pineapple On Pizza,#N/A,162413,
7/4/21 19:42,政学Zed-X,唯一Remix,mm2,182000,
7/4/21 19:45,Vinh Khuat,That Old School Love,#N/A,221200,
7/4/21 19:46,Peck Palitchoke,A little thing,#N/A,25925,
7/4/21 19:49,Billie Holiday,I'll Be Seeing You,#N/A,211533,
7/4/21 19:52,Lester Young,These Foolish Things - Remastered 1995,#N/A,190933,
7/4/21 19:59,Oscar Peterson Trio,All the Things You Are - Remastered,#N/A,370384,
7/4/21 20:02,Frank Sinatra,You Go To My Head - 2020 Mix,#N/A,200004,
7/4/21 23:37,Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),#N/A,155852,
7/4/21 23:40,Billie Eilish,Lost Cause,mm2,198577,
