End_Time,Artist,Track,Playlist,Miliseconds_Played,
8/6/21 0:56,Jay Chou,黑色毛衣,#N/A,52012,
8/6/21 0:58,Seo In Guk,Finding Myself,#N/A,126270,
8/6/21 1:00,SUNNYSIDEMJ,First Love Two (Feat. Yoon Hae Sol),#N/A,101239,
8/6/21 1:06,FTISLAND,Hello Hello,#N/A,63182,
8/6/21 1:06,PARK WON,OH YEAH,#N/A,9920,
8/6/21 1:09,Shawn Mendes,Señorita,#N/A,190799,
8/6/21 1:12,Camilo,KESI - Remix,#N/A,176575,
8/6/21 1:15,Shawn Mendes,There's Nothing Holdin' Me Back,#N/A,199440,
8/6/21 1:19,Shawn Mendes,Treat You Better,#N/A,187973,
8/6/21 1:22,Shawn Mendes,Monster (Shawn Mendes & Justin Bieber),#N/A,178994,
8/6/21 1:25,Shawn Mendes,Wonder,#N/A,20841,
8/6/21 1:25,Shawn Mendes,Stitches,#N/A,206880,
8/6/21 12:17,Madison Beer,Reckless,mm2,1365,
8/6/21 12:31,Get Started,Friday's Headlines,#N/A,888346,
8/6/21 12:35,Madison Beer,Reckless,mm2,203384,
8/6/21 12:37,Marshmello,Leave Before You Love Me (with Jonas Brothers),#N/A,154983,
8/6/21 12:52,Get Tapped In ,New Music Friday,#N/A,893022,
8/6/21 12:53,TWICE,In the summer,#N/A,19266,
8/6/21 16:28,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,177726,
8/6/21 16:31,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,197450,
8/6/21 16:34,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,177726,
8/6/21 16:37,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,177726,
8/6/21 16:39,BILL STAX,뜨겁지가 않아,mm2,125828,
8/6/21 16:42,Billie Eilish,you should see me in a crown,#N/A,179513,
8/6/21 16:43,Billie Eilish,bad guy,#N/A,3761,
8/6/21 16:45,YAØ,Love & City Lights,mm2,143522,
8/6/21 16:45,We Three,i wanna love somebody,#N/A,766,
8/6/21 16:46,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),#N/A,42887,
8/6/21 16:48,Usher,Yeah! (feat. Lil Jon & Ludacris),mmpshh,147957,
8/6/21 16:50,政学Zed-X,唯一Remix,mm2,112779,
8/6/21 16:52,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,119884,
8/6/21 16:55,KIM JAE HWAN,Vacance in September,mm2,181835,
8/6/21 16:55,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,8080,
8/6/21 16:56,Seo actor,Eternal Sunshine,mm1,55309,
8/6/21 22:16,Gowe,Worth the Wait,mm2,187152,
8/6/21 22:19,BLACKPINK,Pretty Savage,#N/A,201122,
8/6/21 22:21,Nelly,Dilemma,#N/A,119161,
8/6/21 22:21,Tinashe,Flame,#N/A,4458,
8/6/21 22:23,Jay Chou,給我一首歌的時間,#N/A,103560,
8/6/21 22:25,Jahmi,LOL,#N/A,113220,
8/6/21 22:28,Landy Wen,夏日の風,#N/A,209258,
8/6/21 22:31,KATIE,Thinkin Bout You,mm1,187176,
8/6/21 23:30,twocolors,Lovefool (feat. Pia Mia),#N/A,53592,
8/6/21 23:30,Troye Sivan,Strawberries & Cigarettes,mm3,2925,
8/6/21 23:34,Sarah Connor,Christmas In My Heart,mm2,210326,
8/6/21 23:34,Billie Eilish,bad guy (with Justin Bieber),mm2,2020,
8/6/21 23:36,Billie Eilish,my boy,mm2,170852,
8/6/21 23:37,Mac Ayres,Get Away,#N/A,12874,
8/6/21 23:39,Jeyes,Easy,#N/A,160448,
8/6/21 23:43,Jay Chou,大笨鐘,#N/A,242840,
8/6/21 23:45,BoA,Only One,#N/A,80567,
8/6/21 23:48,Lee Seok Hoon,10 reasons for I love you,madeline is fucking fabulous,9301,
8/6/21 23:48,Rich Brian,Rapapapa (feat. RZA),#N/A,1857,
8/6/21 23:48,Travis Scott,goosebumps,#N/A,905,
8/6/21 23:48,譚松韻,Like a Breeze (電視劇《以家人之名》插曲) [伴奏版],#N/A,187382,
8/6/21 23:48,JAY-Z,Empire State Of Mind,#N/A,4133,
8/6/21 23:50,Charlie Puth,Attention,#N/A,116401,
8/6/21 23:53,Ariana Grande,"thank u, next",#N/A,188731,
8/6/21 23:56,Billie Eilish,Therefore I Am,madeline is fucking fabulous,147841,
8/6/21 23:59,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,177726,
8/7/21 0:01,Eminem,The Monster,#N/A,156140,
8/7/21 0:01,譚松韻,Like a Breeze (電視劇《以家人之名》插曲),#N/A,510,
8/7/21 0:04,Who R U?,Without U,#N/A,137183,
8/7/21 0:07,BBYU,The Sweetest Love,#N/A,194606,
8/7/21 0:10,KozyPop,magazine (feat. Popeye & Nathania),#N/A,4133,
8/7/21 0:10,Eric Nam,"Bravo, My Life!",madeline is fucking fabulous,168158,
8/7/21 0:12,Kiggen,Starlight No More,#N/A,2902,
8/7/21 0:12,SOYA,Fade Away 늘어진 우리의 연애,#N/A,4342,
8/7/21 0:12,LINDA.G,LINDA (Feat. Yoonmirae),#N/A,155039,
8/7/21 0:16,周彥辰,你的男友(影視劇《我才不要和你做朋友呢》戀愛主題曲),#N/A,240860,
8/7/21 0:20,Elva Hsiao,最熟悉的陌生人,#N/A,229877,
8/7/21 0:22,Jay Chou,浪漫手機,#N/A,97848,
8/7/21 0:25,Ariana Grande,7 rings,#N/A,178626,
8/7/21 0:28,Tamia,Officially Missing You,mm1,163924,
8/7/21 0:28,Justin Timberlake,SexyBack (feat. Timbaland),#N/A,1741,
8/7/21 0:30,Justin Timberlake,Cry Me a River,#N/A,149745,
8/7/21 0:32,Tones And I,Dance Monkey,#N/A,133932,
8/7/21 0:37,offonoff,bath,mm1,73491,
8/7/21 1:37,胡期皓,棉花糖,#N/A,171969,
8/7/21 1:41,胡期皓,失眠电台,#N/A,211782,
8/7/21 1:43,胡期皓,小時光(伴奏),#N/A,155948,
8/7/21 1:46,杨胖雨,脆弱星球,#N/A,11540,
8/7/21 1:48,徐良,客官不可以,#N/A,67616,
8/7/21 13:27,Get Tapped In ,New Music Friday,#N/A,219989,
8/7/21 13:30,Woody,Nothing's gonna be changed,#N/A,204613,
8/7/21 13:34,任子墨,那一刻心動,#N/A,225921,
8/7/21 13:48,Get Talking,TGU Food & Travel Spotlight: Spice,#N/A,826908,
8/7/21 13:49,BILL STAX,뜨겁지가 않아,mm2,82128,
8/7/21 13:51,J_ust,I wanna go out,#N/A,98382,
8/7/21 13:53,YAØ,Love & City Lights,mm2,138808,
8/7/21 13:56,Seo actor,Eternal Sunshine,mm1,161053,
8/7/21 13:56,Smoove'L,Apollo,#N/A,2647,
8/7/21 13:58,Travie McCoy,Billionaire (feat. Bruno Mars),#N/A,464,
8/7/21 13:58,Wale,LoveHate Thing (feat. Sam Dew),madeline is fucking fabulous,6060,
8/7/21 13:58,42 Dugg,Maybach (feat. Future),#N/A,135697,
8/7/21 14:02,Bruno Mars,Leave The Door Open - Live,#N/A,260270,
8/7/21 14:06,Hyolyn,Good bye 안녕,mm1,218920,
8/7/21 14:10,JOYCE 就以斯,stay in 17,madeline is fucking fabulous,222147,
8/7/21 14:13,T-Ma,Softly (Lo-Fi Version),#N/A,175380,
8/7/21 14:14,Kauai45,Cool,#N/A,89924,
8/7/21 14:14,Kauai45,Yesterday,#N/A,2693,
8/7/21 14:16,Kauai45,Just The Two of Us,mm1,117037,
8/7/21 14:20,Cloud,지금껏 그랬듯 앞으로도 계속 As usual as today,#N/A,219361,
8/7/21 14:24,Cloud,지금껏 그랬듯 앞으로도 계속 As usual as today,#N/A,231735,
8/7/21 14:26,WONHO,Ain't About You (feat. Kiiara),madeline is fucking fabulous,166556,
8/7/21 14:28,Jay Chou,星晴,mm2,116935,
8/7/21 14:31,88rising,Lover Boy 88,#N/A,149537,
8/7/21 14:35,88rising,Lover Boy 88,#N/A,233033,
8/7/21 14:36,Wildberry,Polaroid,mm1,71415,
8/7/21 15:15,Mayday,因為你 所以我,#N/A,281799,
8/7/21 15:21,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,#N/A,320165,
8/7/21 15:25,菲道尔,阿拉斯加海湾,#N/A,246000,
8/7/21 15:29,Eric Chou,如果能幸福 - HBO Asia原創影集《戒指流浪記》片尾曲,#N/A,259588,
8/7/21 15:34,Ren Ran,飞鸟和蝉,#N/A,296006,
8/7/21 15:40,告五人,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),#N/A,357093,
8/7/21 15:44,阿冗,你的答案,#N/A,6158,
8/7/21 15:48,杨坤,答案,#N/A,231731,
8/7/21 15:52,杨坤,答案,#N/A,231731,
8/7/21 15:56,杨坤,答案,#N/A,231731,
8/7/21 15:57,杨坤,答案,#N/A,62807,
8/7/21 15:59,Jazz Morning Playlist,Early Morning Jazz,#N/A,102063,
8/7/21 16:00,Jazz Morning Playlist,Chilled Jazz Days,#N/A,112640,
8/7/21 16:02,Jazz Morning Playlist,Jazz Morning Playlist Music,#N/A,111351,
8/7/21 16:05,Jazz Morning Playlist,Wake Up with Jazz,#N/A,139158,
8/7/21 16:07,Jazz Morning Playlist,Jazz Instrumental Morning Music,#N/A,129010,
8/7/21 16:09,Jazz Morning Playlist,Paris Jazz Breakfast,#N/A,128069,
8/7/21 16:11,Jazz Morning Playlist,Breakfast Jazz in Bed,#N/A,142187,
8/7/21 16:14,Jazz Morning Playlist,Morning Jazz Juice,#N/A,141144,
8/7/21 16:16,Jazz Morning Playlist,Instrumental Background Playlist,#N/A,120174,
8/7/21 16:18,Jazz Morning Playlist,Jazz Morning Playlist Cafe,#N/A,129010,
8/7/21 16:19,Coffee House Classics,Right Jazz Time,#N/A,94380,
8/7/21 16:21,Coffee House Classics,Play Jazz,#N/A,79438,
8/7/21 16:22,Coffee House Classics,Promote Jazz,#N/A,74866,
8/7/21 16:26,Coffee House Classics,Relaxing Jazz,#N/A,241893,
8/7/21 16:28,Coffee House Classics,Relaxing Vibe,#N/A,88633,
8/7/21 16:29,Coffee House Classics,Quirky Jazz,#N/A,78942,
8/7/21 16:30,Coffee House Classics,Play,#N/A,77792,
8/7/21 16:31,Coffee House Classics,Pet Jazz,#N/A,80143,
8/7/21 16:33,Coffee House Classics,Relax Jazz,#N/A,73848,
8/7/21 16:34,Coffee House Classics,Sacs,#N/A,78053,
8/7/21 16:36,Jazz Morning Playlist,Jazz Alarm Clock,#N/A,113946,
8/7/21 16:38,Jazz Morning Playlist,Orange Juice Jazz,#N/A,111350,
8/7/21 16:40,Jazz Morning Playlist,Morning Relax,#N/A,108870,
8/7/21 16:41,Jazz Morning Playlist,Jazzy Start,#N/A,106499,
8/7/21 16:43,Jazz Morning Playlist,New Start,#N/A,104230,
8/7/21 16:46,Jazz Morning Playlist,String Start,#N/A,182899,
8/7/21 16:49,Jazz Morning Playlist,The Jazz Club Breakfast,#N/A,179148,
8/7/21 16:52,Jazz Morning Playlist,Instrumental Morning Music,#N/A,175550,
8/7/21 16:55,Jazz Morning Playlist,Jazz Juice,#N/A,172093,
8/7/21 16:58,Jazz Morning Playlist,Building,#N/A,168771,
8/7/21 17:01,Jazz Morning Playlist,Sunny Days,#N/A,165576,
8/7/21 17:03,Jazz Morning Playlist,Morning Playlist Music,#N/A,162498,
8/7/21 17:06,Jazz Morning Playlist,Wet Outside,#N/A,159535,
8/7/21 17:08,Jazz Morning Playlist,Wake Up Jazz Sessions,#N/A,156679,
8/7/21 17:11,Jazz Morning Playlist,Jazz Morning Instrumental,#N/A,153923,
8/7/21 17:14,Jazz Morning Playlist,Life Is Good,#N/A,151263,
8/7/21 17:16,Jazz Morning Playlist,Morning Person,#N/A,148695,
8/7/21 17:18,Jazz Morning Playlist,Instrumental Relaxing Jazz,#N/A,146213,
8/7/21 17:20,Jazz Morning Playlist,Jazz Mornings with Coffee,#N/A,67632,
8/7/21 19:26,Clarence Carter,Part Time Love,#N/A,161520,
8/7/21 19:28,Panic! At The Disco,Victorious,#N/A,12956,
8/7/21 19:28,Lafayette Leake,Short Dressed Woman,#N/A,59962,
8/7/21 19:28,Ariana Grande,Dangerous Woman,#N/A,30069,
8/7/21 19:32,Taylor Swift,Blank Space,#N/A,231826,
8/7/21 19:35,Taylor Swift,willow,#N/A,171955,
8/7/21 21:47,杨坤,答案,#N/A,231731,
8/7/21 21:50,BILL STAX,뜨겁지가 않아,mm2,192928,
8/7/21 21:55,J_ust,I wanna go out,#N/A,245533,
8/7/21 21:57,Billie Eilish,8,#N/A,135548,
8/7/21 22:00,譚松韻,Like a Breeze (電視劇《以家人之名》插曲) [伴奏版],#N/A,187382,
8/7/21 22:04,Lee Seok Hoon,10 reasons for I love you,madeline is fucking fabulous,255320,
8/7/21 22:07,BOL4,Mean 심술,#N/A,157749,
8/7/21 22:11,BOL4,X Song,#N/A,226901,
8/7/21 22:14,BOL4,Freesia 프리지아,#N/A,178717,
8/7/21 22:47,slchld,say what's on your mind,mm1,173740,
8/7/21 22:51,YAØ,Love & City Lights,mm2,184941,
8/7/21 22:54,Woody,Nothing's gonna be changed,#N/A,204613,
8/7/21 22:57,胡期皓,小時光,#N/A,155948,
8/7/21 23:01,J_ust,I wanna go out,#N/A,245533,
8/7/21 23:04,政学Zed-X,唯一Remix,mm2,182000,
8/7/21 23:38,Jay Chou,我不配,#N/A,5610,
8/7/21 23:38,Rangga Jones,Other Half,mm2,54735,
8/7/21 23:38,Hu Xia,那些年,#N/A,9471,
8/7/21 23:38,Fish Leong,可惜不是你,#N/A,2730,
8/7/21 23:38,Jay Chou,算什麼男人,#N/A,8661,
8/7/21 23:46,Jay Chou,我不配,#N/A,186665,
8/7/21 23:47,Jay Chou,我不配,#N/A,71122,
8/7/21 23:51,Jay Chou,算什麼男人,#N/A,250798,
8/8/21 0:12,政学Zed-X,唯一Remix,mm2,113639,
8/8/21 0:37,Jay Chou,我不配,#N/A,286760,
8/8/21 0:42,Jay Chou,算什麼男人,#N/A,254159,
8/8/21 0:44,杨坤,答案,#N/A,122578,
8/8/21 1:01,Jay Chou,算什麼男人,#N/A,58073,
8/8/21 1:50,Jay Chou,我不配,#N/A,270001,
8/8/21 1:52,Who R U?,Without U,#N/A,1857,
8/8/21 1:52,Jay Chou,算什麼男人,#N/A,121347,
8/8/21 1:54,譚松韻,Like a Breeze (電視劇《以家人之名》插曲),#N/A,128452,
8/8/21 1:55,J_ust,Soft,#N/A,75836,
8/8/21 1:59,Rich Brian,Love In My Pocket,#N/A,196719,
8/8/21 2:00,BANG YE DAM,Officially Missing You,mm1,61811,
8/8/21 2:01,Elva Hsiao,最熟悉的陌生人,#N/A,92276,
8/8/21 2:02,Ariana Grande,7 rings,#N/A,70890,
8/8/21 2:03,Justin Timberlake,Cry Me a River,#N/A,40751,
8/8/21 2:03,Kim Eunbi,Love song,#N/A,394,
8/8/21 2:04,Choi Nakta,Love Professor,#N/A,68382,
8/8/21 2:05,Standing Egg,S.C.H (Small but Certain Happiness),#N/A,14605,
8/8/21 2:07,Hyomin,Nice Body (feat. Locco),#N/A,153855,
8/8/21 2:09,THE ARK,The Light,#N/A,112779,
8/8/21 2:12,Hyomin,Nice Body (feat. Locco),#N/A,208548,
8/8/21 2:13,saevom,Mistiness Of You (With Han All),#N/A,8708,
8/8/21 2:14,Ariana Grande,boyfriend (with Social House),#N/A,94690,
8/8/21 2:14,AOA,Miniskirt,#N/A,10007,
8/8/21 2:16,miss A,Bad Girl Good Girl,#N/A,124993,
8/8/21 2:18,HyunA,Lip & Hip,#N/A,90511,
8/8/21 2:22,miss A,Bad Girl Good Girl,#N/A,27583,
8/8/21 2:22,miss A,Bad Girl Good Girl,#N/A,217560,
8/8/21 2:22,Girls' Generation,Stick Wit U,#N/A,4852,
8/8/21 2:22,Girls' Generation,Gee,#N/A,13676,
8/8/21 2:23,Girls' Generation,Baby Baby,#N/A,9171,
8/8/21 2:26,Hyomin,Nice Body (feat. Locco),#N/A,208548,
8/8/21 2:30,Hyomin,Nice Body (feat. Locco),#N/A,208548,
8/8/21 2:33,Hyomin,Nice Body (feat. Locco),#N/A,208548,
8/8/21 2:36,Hyomin,Nice Body (feat. Locco),#N/A,208548,
8/8/21 3:07,Taylor Swift,willow,#N/A,859,
8/8/21 3:08,Jay Park,All I Wanna Do (K) (Feat. Hoody & Loco),#N/A,48483,
8/8/21 3:41,Hyomin,Nice Body (feat. Locco),#N/A,46909,
8/8/21 12:02,WSJ Minute Briefing,"Dow, S&P Close at Record Highs Following Strong Jobs Report",#N/A,135876,
8/8/21 14:44,Wall Street Breakfast,"Wall Street Breakfast August 8 Coinbase Global, AMC Entertainment And Samsung In The Spotlight",#N/A,592366,
8/8/21 14:57,WSJ Tech News Briefing,Crypto Faces Prospect of New Scrutiny,#N/A,736196,
8/8/21 18:39,miss A,Bad Girl Good Girl,#N/A,217560,
8/8/21 18:43,Ariana Grande,boyfriend (with Social House),#N/A,186106,
8/8/21 18:47,Jay Chou,我不配,#N/A,286760,
8/8/21 18:52,Jay Chou,算什麼男人,#N/A,289480,
8/8/21 18:56,杨坤,答案,#N/A,231731,
8/8/21 18:59,BILL STAX,뜨겁지가 않아,mm2,192928,
8/8/21 19:03,J_ust,I wanna go out,#N/A,245533,
8/8/21 19:06,Billie Eilish,8,#N/A,10156,
8/8/21 19:11,Nan Quan Mama,下雨天,#N/A,208445,
8/8/21 19:14,Claire Kuo,心牆,#N/A,166417,
8/8/21 19:16,Angela Chang,夢裡花,#N/A,106091,
8/8/21 19:20,Grady Guan,想你的夜 (未眠版),#N/A,264962,
8/8/21 19:20,J_ust,I wanna go out,#N/A,5804,
8/8/21 23:11,BILL STAX,뜨겁지가 않아,mm2,580,
8/8/21 23:11,BILL STAX,뜨겁지가 않아,mm2,55843,
8/8/21 23:15,J_ust,I wanna go out,#N/A,245533,
8/8/21 23:18,Billie Eilish,8,#N/A,173201,
8/8/21 23:35,Billie Eilish,all the good girls go to hell,#N/A,167593,
8/8/21 23:38,Billie Eilish,bad guy,#N/A,147450,
8/8/21 23:42,Billie Eilish,bad guy,#N/A,3870,
8/8/21 23:42,Jay Chou,我不配,#N/A,272910,
8/8/21 23:46,Woody,Nothing's gonna be changed,#N/A,204613,
8/8/21 23:49,YAØ,Love & City Lights,mm2,184941,
8/8/21 23:53,Cardi B,I Like It,#N/A,118965,
8/8/21 23:53,Red Velvet,Psycho,#N/A,4388,
8/8/21 23:53,Jahmi,LOL,#N/A,2321,
8/8/21 23:56,BIGBANG,Haru Haru,#N/A,171734,
8/8/21 23:59,Dane Amar,Green Tea & Honey,#N/A,181162,
8/9/21 0:03,Landy Wen,夏日の風,#N/A,202826,
8/9/21 0:03,Khary,i luh u bih,#N/A,5085,
8/9/21 0:03,keshi,2 soon,#N/A,6803,
8/9/21 0:06,Eminem,The Monster,#N/A,5304,
8/9/21 0:06,SUNNYSIDEMJ,"I want to see you again (Feat. DAL, KIMPRO)",#N/A,177726,
8/9/21 0:08,Who R U?,Without U,#N/A,143917,
8/9/21 0:12,K.Will,You don’t know love,#N/A,233900,
8/9/21 0:14,J_ust,Under the night we were facing our breakup,#N/A,129247,
8/9/21 0:14,Rich Brian,Love In My Pocket,#N/A,2252,
8/9/21 0:17,Eric Nam,"Bravo, My Life!",madeline is fucking fabulous,166209,
8/9/21 0:48,miss A,Bad Girl Good Girl,#N/A,133970,
8/9/21 0:52,Jay Chou,我不配,#N/A,81900,
8/9/21 2:15,Ariana Grande,boyfriend (with Social House),#N/A,112422,
8/9/21 2:18,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),#N/A,191013,
8/9/21 2:21,Ariana Grande,positions,#N/A,172324,
8/9/21 2:24,Ariana Grande,34+35,#N/A,173710,
8/9/21 2:27,Ariana Grande,7 rings,#N/A,178626,
8/9/21 2:29,Ariana Grande,34+35,#N/A,14582,
8/9/21 2:29,Ariana Grande,Stuck with U (with Justin Bieber),#N/A,118196,
8/9/21 2:32,Billie Eilish,bad guy,#N/A,194087,
8/9/21 2:35,Billie Eilish,Therefore I Am,madeline is fucking fabulous,173539,
8/9/21 2:36,Billie Eilish,Getting Older,#N/A,56437,
8/9/21 12:19,Get Started,Monday's Headlines ,#N/A,1077603,
8/9/21 12:23,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),mm2,198081,
8/9/21 12:26,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),#N/A,209482,
8/9/21 12:27,Get Tapped In ,Sports Roundup,#N/A,27450,
8/9/21 12:29,Naeleck,Threnody (Bombs Away Remix),#N/A,144090,
8/9/21 12:33,Tiësto,Secrets,mm3,250946,
8/9/21 12:35,Alok,Big Jet Plane,#N/A,126853,
8/9/21 12:38,Dynoro,In My Mind,#N/A,184560,
8/9/21 12:41,Tony Junior,Walk Away (feat. Jimmy Clash),#N/A,172031,
8/9/21 12:44,Tiësto,WOW,#N/A,148125,
8/9/21 12:47,Wolfgang Gartner,Deja Vu,#N/A,210234,
8/9/21 12:49,Skrillex,HUMBLE. - SKRILLEX REMIX,#N/A,111699,
8/9/21 12:51,miss A,Bad Girl Good Girl,#N/A,81010,
8/9/21 12:53,BILL STAX,뜨겁지가 않아,mm2,143140,
8/9/21 12:56,Billie Eilish,bad guy,#N/A,194087,
8/9/21 12:57,Billie Eilish,I Didn't Change My Number,#N/A,22272,
8/9/21 12:57,Woody,Nothing's gonna be changed,#N/A,570,
8/9/21 12:59,YAØ,Love & City Lights,mm2,127010,
8/9/21 13:02,Little Mix,Confetti (feat. Saweetie),#N/A,177910,
8/9/21 13:20,Stromae,Alors on danse - Radio Edit,mmpshh,121680,
8/9/21 15:17,Sam Kim,Make Up,#N/A,207493,
8/9/21 15:20,Diverseddie,Nomo,#N/A,162857,
8/9/21 15:24,jaesun,Leaves,#N/A,227027,
8/9/21 15:27,NIve,From: Me,#N/A,176293,
8/9/21 15:30,Tiffany Young,Runaway (feat. Babyface),#N/A,226926,
8/9/21 15:34,Jae Jin,Gonna Be Honest,#N/A,192075,
8/9/21 15:36,Jordie Power,Reunite,#N/A,163205,
8/9/21 15:40,Kitty Purrnaz,cry.,#N/A,216000,
8/9/21 15:43,Paul Blanco,Believe,#N/A,187350,
8/9/21 15:47,Etham,Purpose - Stripped,#N/A,8494,
8/9/21 15:47,Sam Ock,One of a Kind,#N/A,219702,
8/9/21 15:49,SHAED,Trampoline - Jauz Remix,#N/A,92202,
8/9/21 16:56,Sam Ock,One of a Kind,#N/A,146133,
8/9/21 22:02,Sam Ock,One of a Kind,#N/A,219702,
8/9/21 22:03,Diverseddie,Nomo,#N/A,86321,
8/9/21 22:12,Sam Ock,One of a Kind,#N/A,116355,
8/9/21 22:14,miss A,Bad Girl Good Girl,#N/A,123042,
8/9/21 22:17,Diverseddie,Nomo,#N/A,162857,
8/9/21 22:18,miss A,Bad Girl Good Girl,#N/A,62224,
8/9/21 22:21,Jay Chou,我不配,#N/A,214714,
8/9/21 22:25,Jay Chou,算什麼男人,#N/A,211533,
8/9/21 22:26,Sam Ock,One of a Kind,#N/A,76741,
8/9/21 22:29,slchld,say what's on your mind,mm1,149072,
8/9/21 22:31,政学Zed-X,唯一Remix,mm2,117167,
8/9/21 22:34,Little Mix,Confetti (feat. Saweetie),#N/A,185374,
8/9/21 22:35,Alexander 23,Girl,#N/A,43886,
8/9/21 22:36,Seo actor,Eternal Sunshine,mm1,104629,
8/9/21 23:09,Billie Eilish,bad guy,#N/A,63553,
8/9/21 23:11,Sam Ock,One of a Kind,#N/A,144776,
8/9/21 23:15,Jay Chou,我不配,#N/A,212439,
8/9/21 23:17,杨坤,答案,#N/A,155411,
8/9/21 23:20,BILL STAX,뜨겁지가 않아,mm2,157593,
8/10/21 0:19,J_ust,I wanna go out,#N/A,100775,
8/10/21 0:23,Sam Ock,One of a Kind,#N/A,210001,
8/10/21 0:24,Diverseddie,Nomo,#N/A,83243,
8/10/21 0:27,Billie Eilish,I Didn't Change My Number,#N/A,158463,
8/10/21 0:30,Rangga Jones,Other Half,mm2,163051,
8/10/21 0:33,任子墨,那一刻心動,#N/A,225921,
8/10/21 0:33,Natsumiii,50 Proof Cover,#N/A,6845,
8/10/21 0:36,Woody,Nothing's gonna be changed,#N/A,133259,
8/10/21 0:38,YAØ,Love & City Lights,mm2,124993,
8/10/21 0:40,胡期皓,小時光,#N/A,155948,
8/10/21 0:41,Wang Jun Qi,"我多喜歡你,你會知道 - 網劇《致我們單純的小美好》推廣曲",#N/A,56548,
8/10/21 0:43,Alexander 23,Girl,#N/A,102887,
8/10/21 0:47,Taylor Swift,Blank Space,#N/A,231826,
8/10/21 0:48,Selena Gomez,De Una Vez,#N/A,41483,
8/10/21 0:48,BLACKPINK,Ice Cream (with Selena Gomez),#N/A,1671,
8/10/21 0:49,Billie Eilish,you should see me in a crown,#N/A,70565,
8/10/21 0:51,Alexander 23,Girl,#N/A,8870,
8/10/21 0:51,Bruno Mars,Leave The Door Open - Live,#N/A,142199,
8/10/21 0:55,Sam Ock,One of a Kind,#N/A,219702,
8/10/21 0:57,Diverseddie,Nomo,#N/A,122523,
8/10/21 1:00,Sam Ock,One of a Kind,#N/A,155689,
8/10/21 1:01,Jimmy Fallon,EW!,#N/A,60395,
8/10/21 1:01,Jimmy Fallon,You'll Be Back,#N/A,10913,
8/10/21 1:02,Sam Ock,One of a Kind,#N/A,96246,
8/10/21 1:05,Ariana Grande,boyfriend (with Social House),#N/A,172710,
8/10/21 1:07,Jay Chou,算什麼男人,#N/A,127918,
8/10/21 1:12,Sam Ock,One of a Kind,#N/A,219702,
8/10/21 1:15,Diverseddie,Nomo,#N/A,162857,
8/10/21 1:16,miss A,Bad Girl Good Girl,#N/A,67991,
8/10/21 1:16,jaesun,Leaves,#N/A,6269,
8/10/21 1:19,Etham,Purpose - Stripped,#N/A,196413,
8/10/21 1:22,Emma Lim,College Boy,#N/A,184215,
8/10/21 1:25,NYK,AAA,#N/A,159200,
8/10/21 1:29,Travis Atreo,Fix Me (feat. Amber Liu) - Acoustic,#N/A,248079,
8/10/21 1:33,Kiri T,"10,000ft.",#N/A,31628,
8/10/21 1:33,Wen Wei,Teenage Dream,#N/A,225833,
8/10/21 1:37,Etham,Purpose - Stripped,#N/A,16199,
8/10/21 1:37,Sam Ock,One of a Kind,#N/A,219702,
8/10/21 1:41,Wen Wei,Teenage Dream,#N/A,208074,
8/10/21 1:43,Marco Nobel,3 Nights,#N/A,8382,
8/10/21 1:43,胡期皓,完美降落,#N/A,127732,
8/10/21 1:44,Lucas & Steve,Paper Planes,#N/A,83197,
8/10/21 1:46,Jadoo,Drums on Fire,#N/A,123344,
8/10/21 1:47,Lucas & Steve,Get Together,#N/A,2321,
8/10/21 1:48,Father And Son,Love U - Radio Edit,#N/A,83754,
8/10/21 3:11,Wen Wei,Teenage Dream,#N/A,225833,
8/10/21 3:15,Sam Ock,One of a Kind,#N/A,219702,
8/10/21 3:18,Diverseddie,Nomo,#N/A,146573,
8/10/21 11:50,Sam Ock,One of a Kind,#N/A,6506,
8/10/21 11:53,Wen Wei,Teenage Dream,#N/A,225833,
8/10/21 11:57,Sam Ock,One of a Kind,#N/A,219702,
8/10/21 12:00,Diverseddie,Nomo,#N/A,162857,
8/10/21 12:04,miss A,Bad Girl Good Girl,#N/A,217560,
8/10/21 12:05,Ariana Grande,boyfriend (with Social House),#N/A,97550,
8/10/21 13:21,Wen Wei,Teenage Dream,#N/A,68707,
8/10/21 13:24,政学Zed-X,唯一Remix,mm2,163143,
8/10/21 16:36,Wen Wei,Teenage Dream,#N/A,225833,
8/10/21 16:40,Sam Ock,One of a Kind,#N/A,219702,
